,breed,animal_type,Date,ave_hsIncome,breed_cumsum
966,Dachshund_Mix,Dog,01-15,0.0,0.0
1033,Dachshund_Mix,Dog,01-16,0.0,0.0
1100,Dachshund_Mix,Dog,01-17,0.0,0.0
1167,Dachshund_Mix,Dog,01-19,0.0,0.0
1234,Dachshund_Mix,Dog,01-20,0.0,0.0
1301,Dachshund_Mix,Dog,01-21,0.0,0.0
1368,Dachshund_Mix,Dog,01-22,0.0,0.0
1435,Dachshund_Mix,Dog,01-23,0.0,0.0
1502,Dachshund_Mix,Dog,01-24,0.0,0.0
1569,Dachshund_Mix,Dog,01-25,45090.0,4.0
1636,Dachshund_Mix,Dog,01-26,0.0,0.0
1703,Dachshund_Mix,Dog,01-27,0.0,0.0
1770,Dachshund_Mix,Dog,01-28,38256.0,5.0
1837,Dachshund_Mix,Dog,01-29,0.0,0.0
1904,Dachshund_Mix,Dog,01-30,0.0,0.0
1971,Dachshund_Mix,Dog,01-31,0.0,0.0
2038,Dachshund_Mix,Dog,02-01,0.0,0.0
2105,Dachshund_Mix,Dog,02-02,0.0,0.0
2172,Dachshund_Mix,Dog,02-03,0.0,0.0
2239,Dachshund_Mix,Dog,02-04,0.0,0.0
2306,Dachshund_Mix,Dog,02-05,36480.0,7.0
2373,Dachshund_Mix,Dog,02-06,0.0,0.0
2440,Dachshund_Mix,Dog,02-07,0.0,0.0
2507,Dachshund_Mix,Dog,02-08,0.0,0.0
2574,Dachshund_Mix,Dog,02-09,0.0,0.0
2641,Dachshund_Mix,Dog,02-10,0.0,0.0
2708,Dachshund_Mix,Dog,02-11,0.0,0.0
2775,Dachshund_Mix,Dog,02-12,0.0,0.0
2842,Dachshund_Mix,Dog,02-13,0.0,0.0
2909,Dachshund_Mix,Dog,02-14,0.0,0.0
2976,Dachshund_Mix,Dog,02-15,36480.0,9.0
3043,Dachshund_Mix,Dog,02-16,0.0,0.0
3110,Dachshund_Mix,Dog,02-17,0.0,0.0
3177,Dachshund_Mix,Dog,02-18,0.0,0.0
3244,Dachshund_Mix,Dog,02-19,0.0,0.0
3311,Dachshund_Mix,Dog,02-20,0.0,0.0
3378,Dachshund_Mix,Dog,02-21,0.0,0.0
3445,Dachshund_Mix,Dog,02-22,0.0,0.0
3512,Dachshund_Mix,Dog,02-23,0.0,0.0
3579,Dachshund_Mix,Dog,02-24,0.0,0.0
3646,Dachshund_Mix,Dog,02-25,0.0,0.0
3713,Dachshund_Mix,Dog,02-26,0.0,0.0
3780,Dachshund_Mix,Dog,02-27,0.0,0.0
3847,Dachshund_Mix,Dog,03-01,0.0,0.0
3914,Dachshund_Mix,Dog,03-02,0.0,0.0
3981,Dachshund_Mix,Dog,03-03,0.0,0.0
4048,Dachshund_Mix,Dog,03-07,0.0,0.0
4115,Dachshund_Mix,Dog,03-30,0.0,0.0
29,Dachshund_Wirehair_Mix,Dog,01-01,0.0,0.0
96,Dachshund_Wirehair_Mix,Dog,01-02,0.0,0.0
163,Dachshund_Wirehair_Mix,Dog,01-03,0.0,0.0
230,Dachshund_Wirehair_Mix,Dog,01-04,0.0,0.0
297,Dachshund_Wirehair_Mix,Dog,01-05,0.0,0.0
364,Dachshund_Wirehair_Mix,Dog,01-06,0.0,0.0
431,Dachshund_Wirehair_Mix,Dog,01-07,0.0,0.0
498,Dachshund_Wirehair_Mix,Dog,01-08,0.0,0.0
565,Dachshund_Wirehair_Mix,Dog,01-09,0.0,0.0
632,Dachshund_Wirehair_Mix,Dog,01-10,0.0,0.0
699,Dachshund_Wirehair_Mix,Dog,01-11,0.0,0.0
766,Dachshund_Wirehair_Mix,Dog,01-12,0.0,0.0
833,Dachshund_Wirehair_Mix,Dog,01-13,0.0,0.0
900,Dachshund_Wirehair_Mix,Dog,01-14,0.0,0.0
967,Dachshund_Wirehair_Mix,Dog,01-15,0.0,0.0
1034,Dachshund_Wirehair_Mix,Dog,01-16,0.0,0.0
1101,Dachshund_Wirehair_Mix,Dog,01-17,0.0,0.0
1168,Dachshund_Wirehair_Mix,Dog,01-19,0.0,0.0
1235,Dachshund_Wirehair_Mix,Dog,01-20,0.0,0.0
1302,Dachshund_Wirehair_Mix,Dog,01-21,0.0,0.0
1369,Dachshund_Wirehair_Mix,Dog,01-22,0.0,0.0
1436,Dachshund_Wirehair_Mix,Dog,01-23,0.0,0.0
1503,Dachshund_Wirehair_Mix,Dog,01-24,0.0,0.0
1570,Dachshund_Wirehair_Mix,Dog,01-25,0.0,0.0
1637,Dachshund_Wirehair_Mix,Dog,01-26,0.0,0.0
1704,Dachshund_Wirehair_Mix,Dog,01-27,0.0,0.0
1771,Dachshund_Wirehair_Mix,Dog,01-28,0.0,0.0
1838,Dachshund_Wirehair_Mix,Dog,01-29,0.0,0.0
1905,Dachshund_Wirehair_Mix,Dog,01-30,0.0,0.0
1972,Dachshund_Wirehair_Mix,Dog,01-31,0.0,0.0
2039,Dachshund_Wirehair_Mix,Dog,02-01,0.0,0.0
2106,Dachshund_Wirehair_Mix,Dog,02-02,0.0,0.0
2173,Dachshund_Wirehair_Mix,Dog,02-03,0.0,0.0
2240,Dachshund_Wirehair_Mix,Dog,02-04,0.0,0.0
2307,Dachshund_Wirehair_Mix,Dog,02-05,0.0,0.0
2374,Dachshund_Wirehair_Mix,Dog,02-06,0.0,0.0
2441,Dachshund_Wirehair_Mix,Dog,02-07,36978.0,1.0
2508,Dachshund_Wirehair_Mix,Dog,02-08,0.0,0.0
2575,Dachshund_Wirehair_Mix,Dog,02-09,0.0,0.0
2642,Dachshund_Wirehair_Mix,Dog,02-10,0.0,0.0
2709,Dachshund_Wirehair_Mix,Dog,02-11,0.0,0.0
2776,Dachshund_Wirehair_Mix,Dog,02-12,0.0,0.0
2843,Dachshund_Wirehair_Mix,Dog,02-13,0.0,0.0
2910,Dachshund_Wirehair_Mix,Dog,02-14,0.0,0.0
2977,Dachshund_Wirehair_Mix,Dog,02-15,0.0,0.0
3044,Dachshund_Wirehair_Mix,Dog,02-16,0.0,0.0
3111,Dachshund_Wirehair_Mix,Dog,02-17,0.0,0.0
3178,Dachshund_Wirehair_Mix,Dog,02-18,0.0,0.0
3245,Dachshund_Wirehair_Mix,Dog,02-19,0.0,0.0
3312,Dachshund_Wirehair_Mix,Dog,02-20,0.0,0.0
3379,Dachshund_Wirehair_Mix,Dog,02-21,0.0,0.0
3446,Dachshund_Wirehair_Mix,Dog,02-22,0.0,0.0
3513,Dachshund_Wirehair_Mix,Dog,02-23,0.0,0.0
3580,Dachshund_Wirehair_Mix,Dog,02-24,0.0,0.0
3647,Dachshund_Wirehair_Mix,Dog,02-25,0.0,0.0
3714,Dachshund_Wirehair_Mix,Dog,02-26,0.0,0.0
3781,Dachshund_Wirehair_Mix,Dog,02-27,0.0,0.0
3848,Dachshund_Wirehair_Mix,Dog,03-01,0.0,0.0
3915,Dachshund_Wirehair_Mix,Dog,03-02,0.0,0.0
3982,Dachshund_Wirehair_Mix,Dog,03-03,0.0,0.0
4049,Dachshund_Wirehair_Mix,Dog,03-07,0.0,0.0
4116,Dachshund_Wirehair_Mix,Dog,03-30,0.0,0.0
30,Domestic_Longhair_Mix,Cat,01-01,0.0,0.0
97,Domestic_Longhair_Mix,Cat,01-02,0.0,0.0
164,Domestic_Longhair_Mix,Cat,01-03,0.0,0.0
231,Domestic_Longhair_Mix,Cat,01-04,0.0,0.0
298,Domestic_Longhair_Mix,Cat,01-05,0.0,0.0
365,Domestic_Longhair_Mix,Cat,01-06,0.0,0.0
432,Domestic_Longhair_Mix,Cat,01-07,0.0,0.0
499,Domestic_Longhair_Mix,Cat,01-08,0.0,0.0
566,Domestic_Longhair_Mix,Cat,01-09,0.0,0.0
633,Domestic_Longhair_Mix,Cat,01-10,0.0,0.0
700,Domestic_Longhair_Mix,Cat,01-11,0.0,0.0
767,Domestic_Longhair_Mix,Cat,01-12,0.0,0.0
834,Domestic_Longhair_Mix,Cat,01-13,0.0,0.0
901,Domestic_Longhair_Mix,Cat,01-14,0.0,0.0
968,Domestic_Longhair_Mix,Cat,01-15,0.0,0.0
1035,Domestic_Longhair_Mix,Cat,01-16,0.0,0.0
1102,Domestic_Longhair_Mix,Cat,01-17,0.0,0.0
1169,Domestic_Longhair_Mix,Cat,01-19,0.0,0.0
1236,Domestic_Longhair_Mix,Cat,01-20,0.0,0.0
1303,Domestic_Longhair_Mix,Cat,01-21,0.0,0.0
1370,Domestic_Longhair_Mix,Cat,01-22,0.0,0.0
1437,Domestic_Longhair_Mix,Cat,01-23,0.0,0.0
1504,Domestic_Longhair_Mix,Cat,01-24,0.0,0.0
1571,Domestic_Longhair_Mix,Cat,01-25,0.0,0.0
1638,Domestic_Longhair_Mix,Cat,01-26,0.0,0.0
1705,Domestic_Longhair_Mix,Cat,01-27,0.0,0.0
1772,Domestic_Longhair_Mix,Cat,01-28,0.0,0.0
1839,Domestic_Longhair_Mix,Cat,01-29,0.0,0.0
1906,Domestic_Longhair_Mix,Cat,01-30,0.0,0.0
1973,Domestic_Longhair_Mix,Cat,01-31,0.0,0.0
2040,Domestic_Longhair_Mix,Cat,02-01,0.0,0.0
2107,Domestic_Longhair_Mix,Cat,02-02,0.0,0.0
2174,Domestic_Longhair_Mix,Cat,02-03,0.0,0.0
2241,Domestic_Longhair_Mix,Cat,02-04,0.0,0.0
2308,Domestic_Longhair_Mix,Cat,02-05,0.0,0.0
2375,Domestic_Longhair_Mix,Cat,02-06,0.0,0.0
2442,Domestic_Longhair_Mix,Cat,02-07,0.0,0.0
2509,Domestic_Longhair_Mix,Cat,02-08,0.0,0.0
2576,Domestic_Longhair_Mix,Cat,02-09,0.0,0.0
2643,Domestic_Longhair_Mix,Cat,02-10,0.0,0.0
2710,Domestic_Longhair_Mix,Cat,02-11,0.0,0.0
2777,Domestic_Longhair_Mix,Cat,02-12,0.0,0.0
2844,Domestic_Longhair_Mix,Cat,02-13,0.0,0.0
2911,Domestic_Longhair_Mix,Cat,02-14,43458.0,1.0
2978,Domestic_Longhair_Mix,Cat,02-15,0.0,0.0
3045,Domestic_Longhair_Mix,Cat,02-16,0.0,0.0
3112,Domestic_Longhair_Mix,Cat,02-17,0.0,0.0
3179,Domestic_Longhair_Mix,Cat,02-18,0.0,0.0
3246,Domestic_Longhair_Mix,Cat,02-19,0.0,0.0
3313,Domestic_Longhair_Mix,Cat,02-20,0.0,0.0
3380,Domestic_Longhair_Mix,Cat,02-21,0.0,0.0
3447,Domestic_Longhair_Mix,Cat,02-22,0.0,0.0
3514,Domestic_Longhair_Mix,Cat,02-23,0.0,0.0
3581,Domestic_Longhair_Mix,Cat,02-24,0.0,0.0
3648,Domestic_Longhair_Mix,Cat,02-25,0.0,0.0
3715,Domestic_Longhair_Mix,Cat,02-26,0.0,0.0
3782,Domestic_Longhair_Mix,Cat,02-27,0.0,0.0
3849,Domestic_Longhair_Mix,Cat,03-01,0.0,0.0
3916,Domestic_Longhair_Mix,Cat,03-02,0.0,0.0
3983,Domestic_Longhair_Mix,Cat,03-03,0.0,0.0
4050,Domestic_Longhair_Mix,Cat,03-07,0.0,0.0
4117,Domestic_Longhair_Mix,Cat,03-30,0.0,0.0
31,Domestic_Medium_Hair_Mix,Cat,01-01,0.0,0.0
98,Domestic_Medium_Hair_Mix,Cat,01-02,0.0,0.0
165,Domestic_Medium_Hair_Mix,Cat,01-03,0.0,0.0
232,Domestic_Medium_Hair_Mix,Cat,01-04,0.0,0.0
299,Domestic_Medium_Hair_Mix,Cat,01-05,0.0,0.0
366,Domestic_Medium_Hair_Mix,Cat,01-06,0.0,0.0
433,Domestic_Medium_Hair_Mix,Cat,01-07,0.0,0.0
500,Domestic_Medium_Hair_Mix,Cat,01-08,0.0,0.0
567,Domestic_Medium_Hair_Mix,Cat,01-09,0.0,0.0
634,Domestic_Medium_Hair_Mix,Cat,01-10,0.0,0.0
701,Domestic_Medium_Hair_Mix,Cat,01-11,0.0,0.0
768,Domestic_Medium_Hair_Mix,Cat,01-12,0.0,0.0
835,Domestic_Medium_Hair_Mix,Cat,01-13,0.0,0.0
902,Domestic_Medium_Hair_Mix,Cat,01-14,0.0,0.0
969,Domestic_Medium_Hair_Mix,Cat,01-15,0.0,0.0
1036,Domestic_Medium_Hair_Mix,Cat,01-16,43458.0,1.0
1103,Domestic_Medium_Hair_Mix,Cat,01-17,0.0,0.0
1170,Domestic_Medium_Hair_Mix,Cat,01-19,0.0,0.0
1237,Domestic_Medium_Hair_Mix,Cat,01-20,0.0,0.0
1304,Domestic_Medium_Hair_Mix,Cat,01-21,0.0,0.0
1371,Domestic_Medium_Hair_Mix,Cat,01-22,0.0,0.0
1438,Domestic_Medium_Hair_Mix,Cat,01-23,0.0,0.0
1505,Domestic_Medium_Hair_Mix,Cat,01-24,0.0,0.0
1572,Domestic_Medium_Hair_Mix,Cat,01-25,0.0,0.0
1639,Domestic_Medium_Hair_Mix,Cat,01-26,0.0,0.0
1706,Domestic_Medium_Hair_Mix,Cat,01-27,0.0,0.0
1773,Domestic_Medium_Hair_Mix,Cat,01-28,0.0,0.0
1840,Domestic_Medium_Hair_Mix,Cat,01-29,0.0,0.0
1907,Domestic_Medium_Hair_Mix,Cat,01-30,0.0,0.0
1974,Domestic_Medium_Hair_Mix,Cat,01-31,0.0,0.0
2041,Domestic_Medium_Hair_Mix,Cat,02-01,0.0,0.0
2108,Domestic_Medium_Hair_Mix,Cat,02-02,0.0,0.0
2175,Domestic_Medium_Hair_Mix,Cat,02-03,0.0,0.0
2242,Domestic_Medium_Hair_Mix,Cat,02-04,0.0,0.0
2309,Domestic_Medium_Hair_Mix,Cat,02-05,0.0,0.0
2376,Domestic_Medium_Hair_Mix,Cat,02-06,0.0,0.0
2443,Domestic_Medium_Hair_Mix,Cat,02-07,0.0,0.0
2510,Domestic_Medium_Hair_Mix,Cat,02-08,0.0,0.0
2577,Domestic_Medium_Hair_Mix,Cat,02-09,0.0,0.0
2644,Domestic_Medium_Hair_Mix,Cat,02-10,0.0,0.0
2711,Domestic_Medium_Hair_Mix,Cat,02-11,0.0,0.0
2778,Domestic_Medium_Hair_Mix,Cat,02-12,0.0,0.0
2845,Domestic_Medium_Hair_Mix,Cat,02-13,0.0,0.0
2912,Domestic_Medium_Hair_Mix,Cat,02-14,0.0,0.0
2979,Domestic_Medium_Hair_Mix,Cat,02-15,0.0,0.0
3046,Domestic_Medium_Hair_Mix,Cat,02-16,0.0,0.0
3113,Domestic_Medium_Hair_Mix,Cat,02-17,0.0,0.0
3180,Domestic_Medium_Hair_Mix,Cat,02-18,0.0,0.0
3247,Domestic_Medium_Hair_Mix,Cat,02-19,0.0,0.0
3314,Domestic_Medium_Hair_Mix,Cat,02-20,0.0,0.0
3381,Domestic_Medium_Hair_Mix,Cat,02-21,0.0,0.0
3448,Domestic_Medium_Hair_Mix,Cat,02-22,0.0,0.0
3515,Domestic_Medium_Hair_Mix,Cat,02-23,0.0,0.0
3582,Domestic_Medium_Hair_Mix,Cat,02-24,0.0,0.0
3649,Domestic_Medium_Hair_Mix,Cat,02-25,0.0,0.0
3716,Domestic_Medium_Hair_Mix,Cat,02-26,0.0,0.0
3783,Domestic_Medium_Hair_Mix,Cat,02-27,0.0,0.0
3850,Domestic_Medium_Hair_Mix,Cat,03-01,0.0,0.0
3917,Domestic_Medium_Hair_Mix,Cat,03-02,0.0,0.0
3984,Domestic_Medium_Hair_Mix,Cat,03-03,0.0,0.0
4051,Domestic_Medium_Hair_Mix,Cat,03-07,0.0,0.0
4118,Domestic_Medium_Hair_Mix,Cat,03-30,0.0,0.0
32,Domestic_Shorthair,Cat,01-01,0.0,0.0
99,Domestic_Shorthair,Cat,01-02,0.0,0.0
166,Domestic_Shorthair,Cat,01-03,0.0,0.0
233,Domestic_Shorthair,Cat,01-04,0.0,0.0
300,Domestic_Shorthair,Cat,01-05,0.0,0.0
367,Domestic_Shorthair,Cat,01-06,0.0,0.0
434,Domestic_Shorthair,Cat,01-07,0.0,0.0
501,Domestic_Shorthair,Cat,01-08,0.0,0.0
568,Domestic_Shorthair,Cat,01-09,0.0,0.0
635,Domestic_Shorthair,Cat,01-10,0.0,0.0
702,Domestic_Shorthair,Cat,01-11,0.0,0.0
769,Domestic_Shorthair,Cat,01-12,0.0,0.0
836,Domestic_Shorthair,Cat,01-13,0.0,0.0
903,Domestic_Shorthair,Cat,01-14,0.0,0.0
970,Domestic_Shorthair,Cat,01-15,61284.0,1.0
1037,Domestic_Shorthair,Cat,01-16,0.0,0.0
1104,Domestic_Shorthair,Cat,01-17,0.0,0.0
1171,Domestic_Shorthair,Cat,01-19,0.0,0.0
1238,Domestic_Shorthair,Cat,01-20,0.0,0.0
1305,Domestic_Shorthair,Cat,01-21,0.0,0.0
1372,Domestic_Shorthair,Cat,01-22,0.0,0.0
1439,Domestic_Shorthair,Cat,01-23,0.0,0.0
1506,Domestic_Shorthair,Cat,01-24,0.0,0.0
1573,Domestic_Shorthair,Cat,01-25,0.0,0.0
1640,Domestic_Shorthair,Cat,01-26,0.0,0.0
1707,Domestic_Shorthair,Cat,01-27,0.0,0.0
1774,Domestic_Shorthair,Cat,01-28,0.0,0.0
1841,Domestic_Shorthair,Cat,01-29,0.0,0.0
1908,Domestic_Shorthair,Cat,01-30,0.0,0.0
1975,Domestic_Shorthair,Cat,01-31,0.0,0.0
2042,Domestic_Shorthair,Cat,02-01,0.0,0.0
2109,Domestic_Shorthair,Cat,02-02,0.0,0.0
2176,Domestic_Shorthair,Cat,02-03,0.0,0.0
2243,Domestic_Shorthair,Cat,02-04,0.0,0.0
2310,Domestic_Shorthair,Cat,02-05,0.0,0.0
2377,Domestic_Shorthair,Cat,02-06,0.0,0.0
2444,Domestic_Shorthair,Cat,02-07,0.0,0.0
2511,Domestic_Shorthair,Cat,02-08,0.0,0.0
2578,Domestic_Shorthair,Cat,02-09,0.0,0.0
2645,Domestic_Shorthair,Cat,02-10,0.0,0.0
2712,Domestic_Shorthair,Cat,02-11,0.0,0.0
2779,Domestic_Shorthair,Cat,02-12,0.0,0.0
2846,Domestic_Shorthair,Cat,02-13,0.0,0.0
2913,Domestic_Shorthair,Cat,02-14,0.0,0.0
2980,Domestic_Shorthair,Cat,02-15,0.0,0.0
3047,Domestic_Shorthair,Cat,02-16,0.0,0.0
3114,Domestic_Shorthair,Cat,02-17,0.0,0.0
3181,Domestic_Shorthair,Cat,02-18,0.0,0.0
3248,Domestic_Shorthair,Cat,02-19,0.0,0.0
3315,Domestic_Shorthair,Cat,02-20,0.0,0.0
3382,Domestic_Shorthair,Cat,02-21,0.0,0.0
3449,Domestic_Shorthair,Cat,02-22,0.0,0.0
3516,Domestic_Shorthair,Cat,02-23,0.0,0.0
3583,Domestic_Shorthair,Cat,02-24,0.0,0.0
3650,Domestic_Shorthair,Cat,02-25,0.0,0.0
3717,Domestic_Shorthair,Cat,02-26,0.0,0.0
3784,Domestic_Shorthair,Cat,02-27,0.0,0.0
3851,Domestic_Shorthair,Cat,03-01,0.0,0.0
3918,Domestic_Shorthair,Cat,03-02,0.0,0.0
3985,Domestic_Shorthair,Cat,03-03,0.0,0.0
4052,Domestic_Shorthair,Cat,03-07,0.0,0.0
4119,Domestic_Shorthair,Cat,03-30,0.0,0.0
33,Domestic_Shorthair/Bengal,Cat,01-01,0.0,0.0
100,Domestic_Shorthair/Bengal,Cat,01-02,0.0,0.0
167,Domestic_Shorthair/Bengal,Cat,01-03,0.0,0.0
234,Domestic_Shorthair/Bengal,Cat,01-04,0.0,0.0
301,Domestic_Shorthair/Bengal,Cat,01-05,0.0,0.0
368,Domestic_Shorthair/Bengal,Cat,01-06,0.0,0.0
435,Domestic_Shorthair/Bengal,Cat,01-07,0.0,0.0
502,Domestic_Shorthair/Bengal,Cat,01-08,0.0,0.0
569,Domestic_Shorthair/Bengal,Cat,01-09,0.0,0.0
636,Domestic_Shorthair/Bengal,Cat,01-10,0.0,0.0
703,Domestic_Shorthair/Bengal,Cat,01-11,0.0,0.0
770,Domestic_Shorthair/Bengal,Cat,01-12,0.0,0.0
837,Domestic_Shorthair/Bengal,Cat,01-13,0.0,0.0
904,Domestic_Shorthair/Bengal,Cat,01-14,0.0,0.0
971,Domestic_Shorthair/Bengal,Cat,01-15,0.0,0.0
1038,Domestic_Shorthair/Bengal,Cat,01-16,0.0,0.0
1105,Domestic_Shorthair/Bengal,Cat,01-17,0.0,0.0
1172,Domestic_Shorthair/Bengal,Cat,01-19,0.0,0.0
1239,Domestic_Shorthair/Bengal,Cat,01-20,0.0,0.0
1306,Domestic_Shorthair/Bengal,Cat,01-21,0.0,0.0
1373,Domestic_Shorthair/Bengal,Cat,01-22,0.0,0.0
1440,Domestic_Shorthair/Bengal,Cat,01-23,0.0,0.0
1507,Domestic_Shorthair/Bengal,Cat,01-24,0.0,0.0
1574,Domestic_Shorthair/Bengal,Cat,01-25,0.0,0.0
1641,Domestic_Shorthair/Bengal,Cat,01-26,0.0,0.0
1708,Domestic_Shorthair/Bengal,Cat,01-27,0.0,0.0
1775,Domestic_Shorthair/Bengal,Cat,01-28,0.0,0.0
1842,Domestic_Shorthair/Bengal,Cat,01-29,0.0,0.0
1909,Domestic_Shorthair/Bengal,Cat,01-30,0.0,0.0
1976,Domestic_Shorthair/Bengal,Cat,01-31,0.0,0.0
2043,Domestic_Shorthair/Bengal,Cat,02-01,0.0,0.0
2110,Domestic_Shorthair/Bengal,Cat,02-02,0.0,0.0
2177,Domestic_Shorthair/Bengal,Cat,02-03,0.0,0.0
2244,Domestic_Shorthair/Bengal,Cat,02-04,0.0,0.0
2311,Domestic_Shorthair/Bengal,Cat,02-05,0.0,0.0
2378,Domestic_Shorthair/Bengal,Cat,02-06,0.0,0.0
2445,Domestic_Shorthair/Bengal,Cat,02-07,0.0,0.0
2512,Domestic_Shorthair/Bengal,Cat,02-08,0.0,0.0
2579,Domestic_Shorthair/Bengal,Cat,02-09,0.0,0.0
2646,Domestic_Shorthair/Bengal,Cat,02-10,0.0,0.0
2713,Domestic_Shorthair/Bengal,Cat,02-11,0.0,0.0
2780,Domestic_Shorthair/Bengal,Cat,02-12,0.0,0.0
2847,Domestic_Shorthair/Bengal,Cat,02-13,0.0,0.0
2914,Domestic_Shorthair/Bengal,Cat,02-14,0.0,0.0
2981,Domestic_Shorthair/Bengal,Cat,02-15,0.0,0.0
3048,Domestic_Shorthair/Bengal,Cat,02-16,0.0,0.0
3115,Domestic_Shorthair/Bengal,Cat,02-17,0.0,0.0
3182,Domestic_Shorthair/Bengal,Cat,02-18,0.0,0.0
3249,Domestic_Shorthair/Bengal,Cat,02-19,0.0,0.0
3316,Domestic_Shorthair/Bengal,Cat,02-20,0.0,0.0
3383,Domestic_Shorthair/Bengal,Cat,02-21,0.0,0.0
3450,Domestic_Shorthair/Bengal,Cat,02-22,0.0,0.0
3517,Domestic_Shorthair/Bengal,Cat,02-23,0.0,0.0
3584,Domestic_Shorthair/Bengal,Cat,02-24,0.0,0.0
3651,Domestic_Shorthair/Bengal,Cat,02-25,0.0,0.0
3718,Domestic_Shorthair/Bengal,Cat,02-26,0.0,0.0
3785,Domestic_Shorthair/Bengal,Cat,02-27,23348.0,1.0
3852,Domestic_Shorthair/Bengal,Cat,03-01,0.0,0.0
3919,Domestic_Shorthair/Bengal,Cat,03-02,0.0,0.0
3986,Domestic_Shorthair/Bengal,Cat,03-03,0.0,0.0
4053,Domestic_Shorthair/Bengal,Cat,03-07,0.0,0.0
4120,Domestic_Shorthair/Bengal,Cat,03-30,0.0,0.0
34,Domestic_Shorthair_Mix,Cat,01-01,0.0,0.0
101,Domestic_Shorthair_Mix,Cat,01-02,0.0,0.0
168,Domestic_Shorthair_Mix,Cat,01-03,25369.0,1.0
235,Domestic_Shorthair_Mix,Cat,01-04,38256.0,4.0
302,Domestic_Shorthair_Mix,Cat,01-05,0.0,0.0
369,Domestic_Shorthair_Mix,Cat,01-06,43458.0,5.0
436,Domestic_Shorthair_Mix,Cat,01-07,54591.0,6.0
503,Domestic_Shorthair_Mix,Cat,01-08,0.0,0.0
570,Domestic_Shorthair_Mix,Cat,01-09,0.0,0.0
637,Domestic_Shorthair_Mix,Cat,01-10,0.0,0.0
704,Domestic_Shorthair_Mix,Cat,01-11,0.0,0.0
771,Domestic_Shorthair_Mix,Cat,01-12,0.0,0.0
838,Domestic_Shorthair_Mix,Cat,01-13,0.0,0.0
905,Domestic_Shorthair_Mix,Cat,01-14,38256.0,9.0
972,Domestic_Shorthair_Mix,Cat,01-15,0.0,0.0
1039,Domestic_Shorthair_Mix,Cat,01-16,0.0,0.0
1106,Domestic_Shorthair_Mix,Cat,01-17,38256.0,11.0
1173,Domestic_Shorthair_Mix,Cat,01-19,23348.0,12.0
1240,Domestic_Shorthair_Mix,Cat,01-20,38206.0,13.0
1307,Domestic_Shorthair_Mix,Cat,01-21,0.0,0.0
1374,Domestic_Shorthair_Mix,Cat,01-22,0.0,0.0
1441,Domestic_Shorthair_Mix,Cat,01-23,23348.0,14.0
1508,Domestic_Shorthair_Mix,Cat,01-24,0.0,0.0
1575,Domestic_Shorthair_Mix,Cat,01-25,54591.0,15.0
1642,Domestic_Shorthair_Mix,Cat,01-26,0.0,0.0
1709,Domestic_Shorthair_Mix,Cat,01-27,0.0,0.0
1776,Domestic_Shorthair_Mix,Cat,01-28,42398.0,18.0
1843,Domestic_Shorthair_Mix,Cat,01-29,0.0,0.0
1910,Domestic_Shorthair_Mix,Cat,01-30,38256.0,20.0
1977,Domestic_Shorthair_Mix,Cat,01-31,0.0,0.0
2044,Domestic_Shorthair_Mix,Cat,02-01,38206.0,21.0
2111,Domestic_Shorthair_Mix,Cat,02-02,38256.0,22.0
2178,Domestic_Shorthair_Mix,Cat,02-03,0.0,0.0
2245,Domestic_Shorthair_Mix,Cat,02-04,38206.0,23.0
2312,Domestic_Shorthair_Mix,Cat,02-05,23348.0,24.0
2379,Domestic_Shorthair_Mix,Cat,02-06,51810.0,25.0
2446,Domestic_Shorthair_Mix,Cat,02-07,0.0,0.0
2513,Domestic_Shorthair_Mix,Cat,02-08,0.0,0.0
2580,Domestic_Shorthair_Mix,Cat,02-09,23348.0,27.0
2647,Domestic_Shorthair_Mix,Cat,02-10,23348.0,28.0
2714,Domestic_Shorthair_Mix,Cat,02-11,23348.0,29.0
2781,Domestic_Shorthair_Mix,Cat,02-12,62294.0,30.0
2848,Domestic_Shorthair_Mix,Cat,02-13,0.0,0.0
2915,Domestic_Shorthair_Mix,Cat,02-14,0.0,0.0
2982,Domestic_Shorthair_Mix,Cat,02-15,38206.0,32.0
3049,Domestic_Shorthair_Mix,Cat,02-16,47076.0,33.0
3116,Domestic_Shorthair_Mix,Cat,02-17,0.0,0.0
3183,Domestic_Shorthair_Mix,Cat,02-18,0.0,0.0
3250,Domestic_Shorthair_Mix,Cat,02-19,38206.0,34.0
3317,Domestic_Shorthair_Mix,Cat,02-20,54591.0,35.0
3384,Domestic_Shorthair_Mix,Cat,02-21,54591.0,36.0
3451,Domestic_Shorthair_Mix,Cat,02-22,0.0,0.0
3518,Domestic_Shorthair_Mix,Cat,02-23,0.0,0.0
3585,Domestic_Shorthair_Mix,Cat,02-24,0.0,0.0
3652,Domestic_Shorthair_Mix,Cat,02-25,0.0,0.0
3719,Domestic_Shorthair_Mix,Cat,02-26,38206.0,41.0
3786,Domestic_Shorthair_Mix,Cat,02-27,0.0,0.0
3853,Domestic_Shorthair_Mix,Cat,03-01,0.0,0.0
3920,Domestic_Shorthair_Mix,Cat,03-02,0.0,0.0
3987,Domestic_Shorthair_Mix,Cat,03-03,0.0,0.0
4054,Domestic_Shorthair_Mix,Cat,03-07,0.0,0.0
4121,Domestic_Shorthair_Mix,Cat,03-30,0.0,0.0
35,Duck_Mix,Bird,01-01,0.0,0.0
