,breed,animal_type,Date,ave_hsIncome,breed_cumsum
1555,Bullmastiff,Dog,01-25,0.0,0.0
1622,Bullmastiff,Dog,01-26,0.0,0.0
1689,Bullmastiff,Dog,01-27,0.0,0.0
1756,Bullmastiff,Dog,01-28,0.0,0.0
1823,Bullmastiff,Dog,01-29,0.0,0.0
1890,Bullmastiff,Dog,01-30,0.0,0.0
1957,Bullmastiff,Dog,01-31,0.0,0.0
2024,Bullmastiff,Dog,02-01,0.0,0.0
2091,Bullmastiff,Dog,02-02,0.0,0.0
2158,Bullmastiff,Dog,02-03,0.0,0.0
2225,Bullmastiff,Dog,02-04,0.0,0.0
2292,Bullmastiff,Dog,02-05,0.0,0.0
2359,Bullmastiff,Dog,02-06,0.0,0.0
2426,Bullmastiff,Dog,02-07,0.0,0.0
2493,Bullmastiff,Dog,02-08,0.0,0.0
2560,Bullmastiff,Dog,02-09,0.0,0.0
2627,Bullmastiff,Dog,02-10,0.0,0.0
2694,Bullmastiff,Dog,02-11,0.0,0.0
2761,Bullmastiff,Dog,02-12,0.0,0.0
2828,Bullmastiff,Dog,02-13,0.0,0.0
2895,Bullmastiff,Dog,02-14,0.0,0.0
2962,Bullmastiff,Dog,02-15,0.0,0.0
3029,Bullmastiff,Dog,02-16,0.0,0.0
3096,Bullmastiff,Dog,02-17,0.0,0.0
3163,Bullmastiff,Dog,02-18,0.0,0.0
3230,Bullmastiff,Dog,02-19,0.0,0.0
3297,Bullmastiff,Dog,02-20,0.0,0.0
3364,Bullmastiff,Dog,02-21,0.0,0.0
3431,Bullmastiff,Dog,02-22,0.0,0.0
3498,Bullmastiff,Dog,02-23,0.0,0.0
3565,Bullmastiff,Dog,02-24,0.0,0.0
3632,Bullmastiff,Dog,02-25,0.0,0.0
3699,Bullmastiff,Dog,02-26,0.0,0.0
3766,Bullmastiff,Dog,02-27,0.0,0.0
3833,Bullmastiff,Dog,03-01,0.0,0.0
3900,Bullmastiff,Dog,03-02,0.0,0.0
3967,Bullmastiff,Dog,03-03,75204.0,1.0
4034,Bullmastiff,Dog,03-07,0.0,0.0
4101,Bullmastiff,Dog,03-30,0.0,0.0
15,Bullmastiff_Mix,Dog,01-01,0.0,0.0
82,Bullmastiff_Mix,Dog,01-02,0.0,0.0
149,Bullmastiff_Mix,Dog,01-03,0.0,0.0
216,Bullmastiff_Mix,Dog,01-04,0.0,0.0
283,Bullmastiff_Mix,Dog,01-05,0.0,0.0
350,Bullmastiff_Mix,Dog,01-06,0.0,0.0
417,Bullmastiff_Mix,Dog,01-07,0.0,0.0
484,Bullmastiff_Mix,Dog,01-08,0.0,0.0
551,Bullmastiff_Mix,Dog,01-09,0.0,0.0
618,Bullmastiff_Mix,Dog,01-10,0.0,0.0
685,Bullmastiff_Mix,Dog,01-11,0.0,0.0
752,Bullmastiff_Mix,Dog,01-12,0.0,0.0
819,Bullmastiff_Mix,Dog,01-13,0.0,0.0
886,Bullmastiff_Mix,Dog,01-14,0.0,0.0
953,Bullmastiff_Mix,Dog,01-15,0.0,0.0
1020,Bullmastiff_Mix,Dog,01-16,0.0,0.0
1087,Bullmastiff_Mix,Dog,01-17,0.0,0.0
1154,Bullmastiff_Mix,Dog,01-19,0.0,0.0
1221,Bullmastiff_Mix,Dog,01-20,0.0,0.0
1288,Bullmastiff_Mix,Dog,01-21,0.0,0.0
1355,Bullmastiff_Mix,Dog,01-22,0.0,0.0
1422,Bullmastiff_Mix,Dog,01-23,0.0,0.0
1489,Bullmastiff_Mix,Dog,01-24,0.0,0.0
1556,Bullmastiff_Mix,Dog,01-25,38206.0,1.0
1623,Bullmastiff_Mix,Dog,01-26,0.0,0.0
1690,Bullmastiff_Mix,Dog,01-27,0.0,0.0
1757,Bullmastiff_Mix,Dog,01-28,0.0,0.0
1824,Bullmastiff_Mix,Dog,01-29,0.0,0.0
1891,Bullmastiff_Mix,Dog,01-30,0.0,0.0
1958,Bullmastiff_Mix,Dog,01-31,0.0,0.0
2025,Bullmastiff_Mix,Dog,02-01,0.0,0.0
2092,Bullmastiff_Mix,Dog,02-02,0.0,0.0
2159,Bullmastiff_Mix,Dog,02-03,0.0,0.0
2226,Bullmastiff_Mix,Dog,02-04,0.0,0.0
2293,Bullmastiff_Mix,Dog,02-05,0.0,0.0
2360,Bullmastiff_Mix,Dog,02-06,0.0,0.0
2427,Bullmastiff_Mix,Dog,02-07,0.0,0.0
2494,Bullmastiff_Mix,Dog,02-08,0.0,0.0
2561,Bullmastiff_Mix,Dog,02-09,0.0,0.0
2628,Bullmastiff_Mix,Dog,02-10,0.0,0.0
2695,Bullmastiff_Mix,Dog,02-11,0.0,0.0
2762,Bullmastiff_Mix,Dog,02-12,0.0,0.0
2829,Bullmastiff_Mix,Dog,02-13,0.0,0.0
2896,Bullmastiff_Mix,Dog,02-14,0.0,0.0
2963,Bullmastiff_Mix,Dog,02-15,0.0,0.0
3030,Bullmastiff_Mix,Dog,02-16,0.0,0.0
3097,Bullmastiff_Mix,Dog,02-17,0.0,0.0
3164,Bullmastiff_Mix,Dog,02-18,0.0,0.0
3231,Bullmastiff_Mix,Dog,02-19,0.0,0.0
3298,Bullmastiff_Mix,Dog,02-20,0.0,0.0
3365,Bullmastiff_Mix,Dog,02-21,0.0,0.0
3432,Bullmastiff_Mix,Dog,02-22,0.0,0.0
3499,Bullmastiff_Mix,Dog,02-23,0.0,0.0
3566,Bullmastiff_Mix,Dog,02-24,0.0,0.0
3633,Bullmastiff_Mix,Dog,02-25,0.0,0.0
3700,Bullmastiff_Mix,Dog,02-26,0.0,0.0
3767,Bullmastiff_Mix,Dog,02-27,0.0,0.0
3834,Bullmastiff_Mix,Dog,03-01,0.0,0.0
3901,Bullmastiff_Mix,Dog,03-02,0.0,0.0
3968,Bullmastiff_Mix,Dog,03-03,0.0,0.0
4035,Bullmastiff_Mix,Dog,03-07,0.0,0.0
4102,Bullmastiff_Mix,Dog,03-30,0.0,0.0
16,Cairn_Terrier/Dachshund_Wirehair,Dog,01-01,0.0,0.0
83,Cairn_Terrier/Dachshund_Wirehair,Dog,01-02,0.0,0.0
150,Cairn_Terrier/Dachshund_Wirehair,Dog,01-03,0.0,0.0
217,Cairn_Terrier/Dachshund_Wirehair,Dog,01-04,0.0,0.0
284,Cairn_Terrier/Dachshund_Wirehair,Dog,01-05,0.0,0.0
351,Cairn_Terrier/Dachshund_Wirehair,Dog,01-06,0.0,0.0
418,Cairn_Terrier/Dachshund_Wirehair,Dog,01-07,0.0,0.0
485,Cairn_Terrier/Dachshund_Wirehair,Dog,01-08,0.0,0.0
552,Cairn_Terrier/Dachshund_Wirehair,Dog,01-09,0.0,0.0
619,Cairn_Terrier/Dachshund_Wirehair,Dog,01-10,0.0,0.0
686,Cairn_Terrier/Dachshund_Wirehair,Dog,01-11,0.0,0.0
753,Cairn_Terrier/Dachshund_Wirehair,Dog,01-12,0.0,0.0
820,Cairn_Terrier/Dachshund_Wirehair,Dog,01-13,0.0,0.0
887,Cairn_Terrier/Dachshund_Wirehair,Dog,01-14,0.0,0.0
954,Cairn_Terrier/Dachshund_Wirehair,Dog,01-15,0.0,0.0
1021,Cairn_Terrier/Dachshund_Wirehair,Dog,01-16,0.0,0.0
1088,Cairn_Terrier/Dachshund_Wirehair,Dog,01-17,0.0,0.0
1155,Cairn_Terrier/Dachshund_Wirehair,Dog,01-19,0.0,0.0
1222,Cairn_Terrier/Dachshund_Wirehair,Dog,01-20,0.0,0.0
1289,Cairn_Terrier/Dachshund_Wirehair,Dog,01-21,0.0,0.0
1356,Cairn_Terrier/Dachshund_Wirehair,Dog,01-22,0.0,0.0
1423,Cairn_Terrier/Dachshund_Wirehair,Dog,01-23,0.0,0.0
1490,Cairn_Terrier/Dachshund_Wirehair,Dog,01-24,0.0,0.0
1557,Cairn_Terrier/Dachshund_Wirehair,Dog,01-25,0.0,0.0
1624,Cairn_Terrier/Dachshund_Wirehair,Dog,01-26,0.0,0.0
1691,Cairn_Terrier/Dachshund_Wirehair,Dog,01-27,0.0,0.0
1758,Cairn_Terrier/Dachshund_Wirehair,Dog,01-28,0.0,0.0
1825,Cairn_Terrier/Dachshund_Wirehair,Dog,01-29,0.0,0.0
1892,Cairn_Terrier/Dachshund_Wirehair,Dog,01-30,0.0,0.0
1959,Cairn_Terrier/Dachshund_Wirehair,Dog,01-31,0.0,0.0
2026,Cairn_Terrier/Dachshund_Wirehair,Dog,02-01,0.0,0.0
2093,Cairn_Terrier/Dachshund_Wirehair,Dog,02-02,0.0,0.0
2160,Cairn_Terrier/Dachshund_Wirehair,Dog,02-03,0.0,0.0
2227,Cairn_Terrier/Dachshund_Wirehair,Dog,02-04,0.0,0.0
2294,Cairn_Terrier/Dachshund_Wirehair,Dog,02-05,0.0,0.0
2361,Cairn_Terrier/Dachshund_Wirehair,Dog,02-06,0.0,0.0
2428,Cairn_Terrier/Dachshund_Wirehair,Dog,02-07,0.0,0.0
2495,Cairn_Terrier/Dachshund_Wirehair,Dog,02-08,0.0,0.0
2562,Cairn_Terrier/Dachshund_Wirehair,Dog,02-09,0.0,0.0
2629,Cairn_Terrier/Dachshund_Wirehair,Dog,02-10,0.0,0.0
2696,Cairn_Terrier/Dachshund_Wirehair,Dog,02-11,0.0,0.0
2763,Cairn_Terrier/Dachshund_Wirehair,Dog,02-12,0.0,0.0
2830,Cairn_Terrier/Dachshund_Wirehair,Dog,02-13,0.0,0.0
2897,Cairn_Terrier/Dachshund_Wirehair,Dog,02-14,0.0,0.0
2964,Cairn_Terrier/Dachshund_Wirehair,Dog,02-15,0.0,0.0
3031,Cairn_Terrier/Dachshund_Wirehair,Dog,02-16,38256.0,1.0
3098,Cairn_Terrier/Dachshund_Wirehair,Dog,02-17,0.0,0.0
3165,Cairn_Terrier/Dachshund_Wirehair,Dog,02-18,0.0,0.0
3232,Cairn_Terrier/Dachshund_Wirehair,Dog,02-19,0.0,0.0
3299,Cairn_Terrier/Dachshund_Wirehair,Dog,02-20,0.0,0.0
3366,Cairn_Terrier/Dachshund_Wirehair,Dog,02-21,0.0,0.0
3433,Cairn_Terrier/Dachshund_Wirehair,Dog,02-22,0.0,0.0
3500,Cairn_Terrier/Dachshund_Wirehair,Dog,02-23,0.0,0.0
3567,Cairn_Terrier/Dachshund_Wirehair,Dog,02-24,0.0,0.0
3634,Cairn_Terrier/Dachshund_Wirehair,Dog,02-25,0.0,0.0
3701,Cairn_Terrier/Dachshund_Wirehair,Dog,02-26,0.0,0.0
3768,Cairn_Terrier/Dachshund_Wirehair,Dog,02-27,0.0,0.0
3835,Cairn_Terrier/Dachshund_Wirehair,Dog,03-01,0.0,0.0
3902,Cairn_Terrier/Dachshund_Wirehair,Dog,03-02,0.0,0.0
3969,Cairn_Terrier/Dachshund_Wirehair,Dog,03-03,0.0,0.0
4036,Cairn_Terrier/Dachshund_Wirehair,Dog,03-07,0.0,0.0
4103,Cairn_Terrier/Dachshund_Wirehair,Dog,03-30,0.0,0.0
17,Cairn_Terrier_Mix,Dog,01-01,0.0,0.0
84,Cairn_Terrier_Mix,Dog,01-02,0.0,0.0
151,Cairn_Terrier_Mix,Dog,01-03,0.0,0.0
218,Cairn_Terrier_Mix,Dog,01-04,0.0,0.0
285,Cairn_Terrier_Mix,Dog,01-05,0.0,0.0
352,Cairn_Terrier_Mix,Dog,01-06,0.0,0.0
419,Cairn_Terrier_Mix,Dog,01-07,0.0,0.0
486,Cairn_Terrier_Mix,Dog,01-08,0.0,0.0
553,Cairn_Terrier_Mix,Dog,01-09,0.0,0.0
620,Cairn_Terrier_Mix,Dog,01-10,0.0,0.0
687,Cairn_Terrier_Mix,Dog,01-11,0.0,0.0
754,Cairn_Terrier_Mix,Dog,01-12,0.0,0.0
821,Cairn_Terrier_Mix,Dog,01-13,0.0,0.0
888,Cairn_Terrier_Mix,Dog,01-14,0.0,0.0
955,Cairn_Terrier_Mix,Dog,01-15,0.0,0.0
1022,Cairn_Terrier_Mix,Dog,01-16,0.0,0.0
1089,Cairn_Terrier_Mix,Dog,01-17,0.0,0.0
1156,Cairn_Terrier_Mix,Dog,01-19,0.0,0.0
1223,Cairn_Terrier_Mix,Dog,01-20,0.0,0.0
1290,Cairn_Terrier_Mix,Dog,01-21,0.0,0.0
1357,Cairn_Terrier_Mix,Dog,01-22,0.0,0.0
1424,Cairn_Terrier_Mix,Dog,01-23,0.0,0.0
1491,Cairn_Terrier_Mix,Dog,01-24,0.0,0.0
1558,Cairn_Terrier_Mix,Dog,01-25,0.0,0.0
1625,Cairn_Terrier_Mix,Dog,01-26,0.0,0.0
1692,Cairn_Terrier_Mix,Dog,01-27,0.0,0.0
1759,Cairn_Terrier_Mix,Dog,01-28,0.0,0.0
1826,Cairn_Terrier_Mix,Dog,01-29,0.0,0.0
1893,Cairn_Terrier_Mix,Dog,01-30,0.0,0.0
1960,Cairn_Terrier_Mix,Dog,01-31,0.0,0.0
2027,Cairn_Terrier_Mix,Dog,02-01,0.0,0.0
2094,Cairn_Terrier_Mix,Dog,02-02,0.0,0.0
2161,Cairn_Terrier_Mix,Dog,02-03,0.0,0.0
2228,Cairn_Terrier_Mix,Dog,02-04,0.0,0.0
2295,Cairn_Terrier_Mix,Dog,02-05,0.0,0.0
2362,Cairn_Terrier_Mix,Dog,02-06,0.0,0.0
2429,Cairn_Terrier_Mix,Dog,02-07,38206.0,1.0
2496,Cairn_Terrier_Mix,Dog,02-08,0.0,0.0
2563,Cairn_Terrier_Mix,Dog,02-09,0.0,0.0
2630,Cairn_Terrier_Mix,Dog,02-10,0.0,0.0
2697,Cairn_Terrier_Mix,Dog,02-11,0.0,0.0
2764,Cairn_Terrier_Mix,Dog,02-12,0.0,0.0
2831,Cairn_Terrier_Mix,Dog,02-13,0.0,0.0
2898,Cairn_Terrier_Mix,Dog,02-14,0.0,0.0
2965,Cairn_Terrier_Mix,Dog,02-15,0.0,0.0
3032,Cairn_Terrier_Mix,Dog,02-16,0.0,0.0
3099,Cairn_Terrier_Mix,Dog,02-17,0.0,0.0
3166,Cairn_Terrier_Mix,Dog,02-18,0.0,0.0
3233,Cairn_Terrier_Mix,Dog,02-19,0.0,0.0
3300,Cairn_Terrier_Mix,Dog,02-20,0.0,0.0
3367,Cairn_Terrier_Mix,Dog,02-21,0.0,0.0
3434,Cairn_Terrier_Mix,Dog,02-22,0.0,0.0
3501,Cairn_Terrier_Mix,Dog,02-23,0.0,0.0
3568,Cairn_Terrier_Mix,Dog,02-24,0.0,0.0
3635,Cairn_Terrier_Mix,Dog,02-25,0.0,0.0
3702,Cairn_Terrier_Mix,Dog,02-26,0.0,0.0
3769,Cairn_Terrier_Mix,Dog,02-27,0.0,0.0
3836,Cairn_Terrier_Mix,Dog,03-01,0.0,0.0
3903,Cairn_Terrier_Mix,Dog,03-02,0.0,0.0
3970,Cairn_Terrier_Mix,Dog,03-03,0.0,0.0
4037,Cairn_Terrier_Mix,Dog,03-07,0.0,0.0
4104,Cairn_Terrier_Mix,Dog,03-30,0.0,0.0
18,Catahoula_Mix,Dog,01-01,0.0,0.0
85,Catahoula_Mix,Dog,01-02,0.0,0.0
152,Catahoula_Mix,Dog,01-03,0.0,0.0
219,Catahoula_Mix,Dog,01-04,0.0,0.0
286,Catahoula_Mix,Dog,01-05,0.0,0.0
353,Catahoula_Mix,Dog,01-06,0.0,0.0
420,Catahoula_Mix,Dog,01-07,0.0,0.0
487,Catahoula_Mix,Dog,01-08,0.0,0.0
554,Catahoula_Mix,Dog,01-09,0.0,0.0
621,Catahoula_Mix,Dog,01-10,0.0,0.0
688,Catahoula_Mix,Dog,01-11,0.0,0.0
755,Catahoula_Mix,Dog,01-12,0.0,0.0
822,Catahoula_Mix,Dog,01-13,0.0,0.0
889,Catahoula_Mix,Dog,01-14,0.0,0.0
956,Catahoula_Mix,Dog,01-15,0.0,0.0
1023,Catahoula_Mix,Dog,01-16,0.0,0.0
1090,Catahoula_Mix,Dog,01-17,0.0,0.0
1157,Catahoula_Mix,Dog,01-19,0.0,0.0
1224,Catahoula_Mix,Dog,01-20,0.0,0.0
1291,Catahoula_Mix,Dog,01-21,0.0,0.0
1358,Catahoula_Mix,Dog,01-22,0.0,0.0
1425,Catahoula_Mix,Dog,01-23,0.0,0.0
1492,Catahoula_Mix,Dog,01-24,0.0,0.0
1559,Catahoula_Mix,Dog,01-25,0.0,0.0
1626,Catahoula_Mix,Dog,01-26,0.0,0.0
1693,Catahoula_Mix,Dog,01-27,0.0,0.0
1760,Catahoula_Mix,Dog,01-28,0.0,0.0
1827,Catahoula_Mix,Dog,01-29,38256.0,1.0
1894,Catahoula_Mix,Dog,01-30,0.0,0.0
1961,Catahoula_Mix,Dog,01-31,0.0,0.0
2028,Catahoula_Mix,Dog,02-01,0.0,0.0
2095,Catahoula_Mix,Dog,02-02,0.0,0.0
2162,Catahoula_Mix,Dog,02-03,0.0,0.0
2229,Catahoula_Mix,Dog,02-04,0.0,0.0
2296,Catahoula_Mix,Dog,02-05,0.0,0.0
2363,Catahoula_Mix,Dog,02-06,0.0,0.0
2430,Catahoula_Mix,Dog,02-07,0.0,0.0
2497,Catahoula_Mix,Dog,02-08,0.0,0.0
2564,Catahoula_Mix,Dog,02-09,0.0,0.0
2631,Catahoula_Mix,Dog,02-10,0.0,0.0
2698,Catahoula_Mix,Dog,02-11,0.0,0.0
2765,Catahoula_Mix,Dog,02-12,0.0,0.0
2832,Catahoula_Mix,Dog,02-13,0.0,0.0
2899,Catahoula_Mix,Dog,02-14,0.0,0.0
2966,Catahoula_Mix,Dog,02-15,0.0,0.0
3033,Catahoula_Mix,Dog,02-16,0.0,0.0
3100,Catahoula_Mix,Dog,02-17,0.0,0.0
3167,Catahoula_Mix,Dog,02-18,0.0,0.0
3234,Catahoula_Mix,Dog,02-19,0.0,0.0
3301,Catahoula_Mix,Dog,02-20,0.0,0.0
3368,Catahoula_Mix,Dog,02-21,0.0,0.0
3435,Catahoula_Mix,Dog,02-22,0.0,0.0
3502,Catahoula_Mix,Dog,02-23,0.0,0.0
3569,Catahoula_Mix,Dog,02-24,0.0,0.0
3636,Catahoula_Mix,Dog,02-25,0.0,0.0
3703,Catahoula_Mix,Dog,02-26,0.0,0.0
3770,Catahoula_Mix,Dog,02-27,0.0,0.0
3837,Catahoula_Mix,Dog,03-01,0.0,0.0
3904,Catahoula_Mix,Dog,03-02,0.0,0.0
3971,Catahoula_Mix,Dog,03-03,0.0,0.0
4038,Catahoula_Mix,Dog,03-07,0.0,0.0
4105,Catahoula_Mix,Dog,03-30,0.0,0.0
19,Cavalier_Span,Dog,01-01,0.0,0.0
86,Cavalier_Span,Dog,01-02,0.0,0.0
153,Cavalier_Span,Dog,01-03,0.0,0.0
220,Cavalier_Span,Dog,01-04,0.0,0.0
287,Cavalier_Span,Dog,01-05,0.0,0.0
354,Cavalier_Span,Dog,01-06,0.0,0.0
421,Cavalier_Span,Dog,01-07,0.0,0.0
488,Cavalier_Span,Dog,01-08,23348.0,1.0
555,Cavalier_Span,Dog,01-09,0.0,0.0
622,Cavalier_Span,Dog,01-10,0.0,0.0
689,Cavalier_Span,Dog,01-11,0.0,0.0
756,Cavalier_Span,Dog,01-12,0.0,0.0
823,Cavalier_Span,Dog,01-13,0.0,0.0
890,Cavalier_Span,Dog,01-14,0.0,0.0
957,Cavalier_Span,Dog,01-15,0.0,0.0
1024,Cavalier_Span,Dog,01-16,0.0,0.0
1091,Cavalier_Span,Dog,01-17,0.0,0.0
1158,Cavalier_Span,Dog,01-19,0.0,0.0
1225,Cavalier_Span,Dog,01-20,0.0,0.0
1292,Cavalier_Span,Dog,01-21,0.0,0.0
1359,Cavalier_Span,Dog,01-22,0.0,0.0
1426,Cavalier_Span,Dog,01-23,0.0,0.0
1493,Cavalier_Span,Dog,01-24,0.0,0.0
1560,Cavalier_Span,Dog,01-25,0.0,0.0
1627,Cavalier_Span,Dog,01-26,0.0,0.0
1694,Cavalier_Span,Dog,01-27,0.0,0.0
1761,Cavalier_Span,Dog,01-28,0.0,0.0
1828,Cavalier_Span,Dog,01-29,0.0,0.0
1895,Cavalier_Span,Dog,01-30,0.0,0.0
1962,Cavalier_Span,Dog,01-31,0.0,0.0
2029,Cavalier_Span,Dog,02-01,0.0,0.0
2096,Cavalier_Span,Dog,02-02,0.0,0.0
2163,Cavalier_Span,Dog,02-03,0.0,0.0
2230,Cavalier_Span,Dog,02-04,0.0,0.0
2297,Cavalier_Span,Dog,02-05,0.0,0.0
2364,Cavalier_Span,Dog,02-06,0.0,0.0
2431,Cavalier_Span,Dog,02-07,0.0,0.0
2498,Cavalier_Span,Dog,02-08,0.0,0.0
2565,Cavalier_Span,Dog,02-09,0.0,0.0
2632,Cavalier_Span,Dog,02-10,0.0,0.0
2699,Cavalier_Span,Dog,02-11,0.0,0.0
2766,Cavalier_Span,Dog,02-12,0.0,0.0
2833,Cavalier_Span,Dog,02-13,0.0,0.0
2900,Cavalier_Span,Dog,02-14,0.0,0.0
2967,Cavalier_Span,Dog,02-15,0.0,0.0
3034,Cavalier_Span,Dog,02-16,0.0,0.0
3101,Cavalier_Span,Dog,02-17,0.0,0.0
3168,Cavalier_Span,Dog,02-18,0.0,0.0
3235,Cavalier_Span,Dog,02-19,0.0,0.0
3302,Cavalier_Span,Dog,02-20,0.0,0.0
3369,Cavalier_Span,Dog,02-21,0.0,0.0
3436,Cavalier_Span,Dog,02-22,0.0,0.0
3503,Cavalier_Span,Dog,02-23,0.0,0.0
3570,Cavalier_Span,Dog,02-24,0.0,0.0
3637,Cavalier_Span,Dog,02-25,0.0,0.0
3704,Cavalier_Span,Dog,02-26,0.0,0.0
3771,Cavalier_Span,Dog,02-27,0.0,0.0
3838,Cavalier_Span,Dog,03-01,0.0,0.0
3905,Cavalier_Span,Dog,03-02,0.0,0.0
3972,Cavalier_Span,Dog,03-03,0.0,0.0
4039,Cavalier_Span,Dog,03-07,0.0,0.0
4106,Cavalier_Span,Dog,03-30,0.0,0.0
20,Chesa_Bay_Retr/Pit_Bull,Dog,01-01,0.0,0.0
87,Chesa_Bay_Retr/Pit_Bull,Dog,01-02,0.0,0.0
154,Chesa_Bay_Retr/Pit_Bull,Dog,01-03,0.0,0.0
221,Chesa_Bay_Retr/Pit_Bull,Dog,01-04,0.0,0.0
288,Chesa_Bay_Retr/Pit_Bull,Dog,01-05,0.0,0.0
355,Chesa_Bay_Retr/Pit_Bull,Dog,01-06,0.0,0.0
422,Chesa_Bay_Retr/Pit_Bull,Dog,01-07,0.0,0.0
489,Chesa_Bay_Retr/Pit_Bull,Dog,01-08,0.0,0.0
556,Chesa_Bay_Retr/Pit_Bull,Dog,01-09,0.0,0.0
623,Chesa_Bay_Retr/Pit_Bull,Dog,01-10,0.0,0.0
690,Chesa_Bay_Retr/Pit_Bull,Dog,01-11,0.0,0.0
757,Chesa_Bay_Retr/Pit_Bull,Dog,01-12,0.0,0.0
824,Chesa_Bay_Retr/Pit_Bull,Dog,01-13,0.0,0.0
891,Chesa_Bay_Retr/Pit_Bull,Dog,01-14,0.0,0.0
958,Chesa_Bay_Retr/Pit_Bull,Dog,01-15,0.0,0.0
1025,Chesa_Bay_Retr/Pit_Bull,Dog,01-16,0.0,0.0
1092,Chesa_Bay_Retr/Pit_Bull,Dog,01-17,0.0,0.0
1159,Chesa_Bay_Retr/Pit_Bull,Dog,01-19,0.0,0.0
1226,Chesa_Bay_Retr/Pit_Bull,Dog,01-20,0.0,0.0
1293,Chesa_Bay_Retr/Pit_Bull,Dog,01-21,0.0,0.0
1360,Chesa_Bay_Retr/Pit_Bull,Dog,01-22,0.0,0.0
1427,Chesa_Bay_Retr/Pit_Bull,Dog,01-23,0.0,0.0
1494,Chesa_Bay_Retr/Pit_Bull,Dog,01-24,0.0,0.0
1561,Chesa_Bay_Retr/Pit_Bull,Dog,01-25,0.0,0.0
1628,Chesa_Bay_Retr/Pit_Bull,Dog,01-26,0.0,0.0
1695,Chesa_Bay_Retr/Pit_Bull,Dog,01-27,0.0,0.0
1762,Chesa_Bay_Retr/Pit_Bull,Dog,01-28,0.0,0.0
1829,Chesa_Bay_Retr/Pit_Bull,Dog,01-29,0.0,0.0
1896,Chesa_Bay_Retr/Pit_Bull,Dog,01-30,0.0,0.0
1963,Chesa_Bay_Retr/Pit_Bull,Dog,01-31,0.0,0.0
2030,Chesa_Bay_Retr/Pit_Bull,Dog,02-01,0.0,0.0
2097,Chesa_Bay_Retr/Pit_Bull,Dog,02-02,0.0,0.0
2164,Chesa_Bay_Retr/Pit_Bull,Dog,02-03,0.0,0.0
2231,Chesa_Bay_Retr/Pit_Bull,Dog,02-04,0.0,0.0
2298,Chesa_Bay_Retr/Pit_Bull,Dog,02-05,0.0,0.0
2365,Chesa_Bay_Retr/Pit_Bull,Dog,02-06,0.0,0.0
2432,Chesa_Bay_Retr/Pit_Bull,Dog,02-07,0.0,0.0
2499,Chesa_Bay_Retr/Pit_Bull,Dog,02-08,0.0,0.0
2566,Chesa_Bay_Retr/Pit_Bull,Dog,02-09,0.0,0.0
2633,Chesa_Bay_Retr/Pit_Bull,Dog,02-10,0.0,0.0
2700,Chesa_Bay_Retr/Pit_Bull,Dog,02-11,0.0,0.0
2767,Chesa_Bay_Retr/Pit_Bull,Dog,02-12,0.0,0.0
2834,Chesa_Bay_Retr/Pit_Bull,Dog,02-13,0.0,0.0
2901,Chesa_Bay_Retr/Pit_Bull,Dog,02-14,0.0,0.0
2968,Chesa_Bay_Retr/Pit_Bull,Dog,02-15,0.0,0.0
3035,Chesa_Bay_Retr/Pit_Bull,Dog,02-16,0.0,0.0
3102,Chesa_Bay_Retr/Pit_Bull,Dog,02-17,0.0,0.0
3169,Chesa_Bay_Retr/Pit_Bull,Dog,02-18,0.0,0.0
3236,Chesa_Bay_Retr/Pit_Bull,Dog,02-19,0.0,0.0
3303,Chesa_Bay_Retr/Pit_Bull,Dog,02-20,0.0,0.0
3370,Chesa_Bay_Retr/Pit_Bull,Dog,02-21,0.0,0.0
3437,Chesa_Bay_Retr/Pit_Bull,Dog,02-22,0.0,0.0
3504,Chesa_Bay_Retr/Pit_Bull,Dog,02-23,0.0,0.0
3571,Chesa_Bay_Retr/Pit_Bull,Dog,02-24,0.0,0.0
3638,Chesa_Bay_Retr/Pit_Bull,Dog,02-25,0.0,0.0
3705,Chesa_Bay_Retr/Pit_Bull,Dog,02-26,0.0,0.0
3772,Chesa_Bay_Retr/Pit_Bull,Dog,02-27,23348.0,1.0
3839,Chesa_Bay_Retr/Pit_Bull,Dog,03-01,0.0,0.0
3906,Chesa_Bay_Retr/Pit_Bull,Dog,03-02,0.0,0.0
3973,Chesa_Bay_Retr/Pit_Bull,Dog,03-03,0.0,0.0
4040,Chesa_Bay_Retr/Pit_Bull,Dog,03-07,0.0,0.0
4107,Chesa_Bay_Retr/Pit_Bull,Dog,03-30,0.0,0.0
21,Chihuahua_Longhair_Mix,Dog,01-01,0.0,0.0
88,Chihuahua_Longhair_Mix,Dog,01-02,0.0,0.0
155,Chihuahua_Longhair_Mix,Dog,01-03,0.0,0.0
222,Chihuahua_Longhair_Mix,Dog,01-04,0.0,0.0
289,Chihuahua_Longhair_Mix,Dog,01-05,0.0,0.0
356,Chihuahua_Longhair_Mix,Dog,01-06,0.0,0.0
423,Chihuahua_Longhair_Mix,Dog,01-07,23348.0,1.0
490,Chihuahua_Longhair_Mix,Dog,01-08,0.0,0.0
557,Chihuahua_Longhair_Mix,Dog,01-09,0.0,0.0
624,Chihuahua_Longhair_Mix,Dog,01-10,0.0,0.0
691,Chihuahua_Longhair_Mix,Dog,01-11,0.0,0.0
758,Chihuahua_Longhair_Mix,Dog,01-12,0.0,0.0
825,Chihuahua_Longhair_Mix,Dog,01-13,0.0,0.0
892,Chihuahua_Longhair_Mix,Dog,01-14,0.0,0.0
